"name","code","localCode","address","lon","lat","num","quyu"
"宁馨苑站","01140022","","龙水路宁馨苑南门","116.259094737","40.2184888404","36","0114"
"清秀园小区","01140023","","中石路与燕平路东南处","116.244748066","40.2165660308","34","0114"
"昌平公园东门站","01140024","","东环路昌平公园东门南侧","116.239965248","40.2182111811","38","0114"
"昌平公园站","01140025","","鼓楼南街，昌平公园西门人行道（东）","116.233977649","40.2174271576","40","0114"
"蓝郡国际花园站","01140026","","西环路蓝郡国际花园东门对面","116.227200748","40.217001434","40","0114"
"果岭假日广场站","01140027","","昌崔路，果岭假日广场门前人行道（北）","116.264185258","40.2218885834","40","0114"
"福地家园站","01140028","","府学路福地家园北门西侧","116.260786073","40.2218276902","26","0114"
"亢山广场站","01140029","","亢山路亢山广场西门处（东）","116.25077345","40.2209174769","48","0114"
"阳光商厦站","01140030","","府学路，科委对面人行道（南）","116.243531747","40.2210580633","58","0114"
"仲裁中心站","01140031","","政府街仲裁中心南门前","116.236653391","40.2208206529","40","0114"
"区人民检察院站","01140032","","政府街，区人民检察院对面","116.238717707","40.2205534993","30","0114"
"区政府站","01140033","","政府街，区政府西侧人行道（北）","116.230742456","40.2205625797","60","0114"
"服务中心站","01140034","","政府街服务中心南门对面","116.22771125","40.2200794287","36","0114"
"发改委站","01140035","","西环路与政府街西路交叉口，西北角（西）","116.22666575","40.2203545956","48","0114"
"财政局站","01140036","","东环路，财政局门口北侧人行道（西）","116.239577318","40.2232021617","36","0114"
"政法大学站","01140037","","东关路政法大学北门西侧","116.247472013","40.2249304831","48","0114"
"区医院站","01140038","","鼓楼北街区医院北侧人行道（西）","116.233060927","40.2272675941","48","0114"
"安福苑站","01140039","","东环路安福苑9号楼前","116.239518441","40.2251324829","38","0114"
"西环里社区站","01140040","","北环路与西环路交叉口，西南角（西）","116.226338454","40.2292024942","40","0114"
"昌平汽车北站","01140041","","北环路与鼓楼北街交叉口，东北角（北）","116.233325926","40.2296916163","44","0114"
"妇幼保健院站","01140042","","北环路，妇幼保健院西侧公交站后（北）","116.239236289","40.2297475188","22","0114"
"南邵地铁站","01140043","","内环东路与南环南路交叉口东南角","116.288225617","40.2073271381","56","0114"
"育知路地铁站","01140201","","育知路东侧D进出站口（东）","116.325395058","40.0872276722","42","0114"
"平西府地铁站","01140202","","D3进出站口东侧门前（东）","116.348936643","40.0890406941","48","0114"
"回龙观东大街站","01140203","","回龙观东大街北侧公交站（北）","116.362797975","40.0814738753","36","0114"
"霍营地铁站","01140204","","黄平路F2东北口（南）","116.360548453","40.0726274958","48","0114"
"育新地铁站","01140205","","黄平路和建材城西路交叉口西南角","116.346455724","40.0604372905","34","0114"
"回龙观地铁站","01140206","","同成街北侧（北）","116.336917241","40.0708739029","48","0114"
"龙泽地铁站","01140207","","同成街地铁站进出站口（北）","116.319568835","40.0710145653","36","0114"
"流星花园二区站","01140208","","龙锦二街与文化西路西北处","116.337443527","40.0861020262","40","0114"
